timestamp,device_id,source,frame_id,track_id,n_potholes_in_group,width_cm,height_cm,box_area_cm2,pixel_area_cm2,box_area_m2,pixel_area_m2,repair_box_w_m,repair_box_h_m,repair_box_area_m2,repair_label,confidence,method,centroid_u,centroid_v,repair_box_x1,repair_box_y1,repair_box_x2,repair_box_y2,gps_lat,gps_lon,alt_m,speed_km,gps_utc,weather,image_file
2026-05-15 13:33:29,RPi_001,rpi_camera,297,1,1,23.7,13.9,328,261,0.0328,0.0261,0.5,0.5,0.2500,0.5m x 0.5m,0.39,IE_KAL,778.8,1003.0,503,786,1054,1079,,,,,,Mostly Sunny,/home/pi/pothole_crops_20260515_133308/pothole_track1.jpg
2026-05-15 13:33:29,RPi_001,rpi_camera,298,1,1,24.1,13.9,336,269,0.0336,0.0269,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,780.8,1001.1,506,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,299,1,1,23.9,13.9,331,267,0.0331,0.0267,0.5,0.5,0.2500,0.5m x 0.5m,0.50,IE_KAL,780.3,1001.7,505,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,300,1,1,23.8,13.9,332,261,0.0332,0.0261,0.5,0.5,0.2500,0.5m x 0.5m,0.49,IE_KAL,779.9,1002.7,504,787,1055,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,301,1,1,24.1,13.8,333,263,0.0333,0.0263,0.5,0.5,0.2500,0.5m x 0.5m,0.50,IE_KAL,779.4,1002.8,504,787,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,302,1,1,24.2,13.8,334,270,0.0334,0.0270,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,780.5,1001.2,506,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,303,1,1,23.9,13.9,331,266,0.0331,0.0266,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,779.9,1001.7,505,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,304,1,1,24.1,13.8,333,266,0.0333,0.0266,0.5,0.5,0.2500,0.5m x 0.5m,0.50,IE_KAL,780.4,1001.7,506,790,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,305,1,1,24.2,13.8,334,269,0.0334,0.0269,0.5,0.5,0.2500,0.5m x 0.5m,0.47,IE_KAL,781.1,1001.4,507,789,1055,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,306,1,1,24.1,13.9,335,269,0.0335,0.0269,0.5,0.5,0.2500,0.5m x 0.5m,0.44,IE_KAL,780.7,1001.5,506,788,1055,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,307,1,1,23.8,13.8,329,261,0.0329,0.0261,0.5,0.5,0.2500,0.5m x 0.5m,0.45,IE_KAL,779.4,1002.7,504,787,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,308,1,1,24.1,13.9,336,268,0.0336,0.0268,0.5,0.5,0.2500,0.5m x 0.5m,0.39,IE_KAL,779.9,1002.0,505,788,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,309,1,1,23.9,13.9,332,263,0.0332,0.0263,0.5,0.5,0.2500,0.5m x 0.5m,0.49,IE_KAL,779.2,1002.6,504,788,1053,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,310,1,1,24.0,13.9,333,266,0.0333,0.0266,0.5,0.5,0.2500,0.5m x 0.5m,0.55,IE_KAL,779.8,1001.8,505,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,311,1,1,24.0,13.8,332,265,0.0332,0.0265,0.5,0.5,0.2500,0.5m x 0.5m,0.55,IE_KAL,779.9,1001.7,505,790,1053,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:29,RPi_001,rpi_camera,312,1,1,24.1,13.8,333,267,0.0333,0.0267,0.5,0.5,0.2500,0.5m x 0.5m,0.52,IE_KAL,780.4,1001.8,506,790,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,313,1,1,23.9,13.8,330,266,0.0330,0.0266,0.5,0.5,0.2500,0.5m x 0.5m,0.56,IE_KAL,780.6,1001.7,506,790,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,314,1,1,24.1,13.9,335,265,0.0335,0.0265,0.5,0.5,0.2500,0.5m x 0.5m,0.53,IE_KAL,780.1,1001.9,505,789,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,315,1,1,23.8,13.8,328,261,0.0328,0.0261,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,779.7,1002.6,504,788,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,316,1,1,24.0,13.7,329,263,0.0329,0.0263,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,780.1,1002.5,505,788,1054,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,317,1,1,23.9,13.8,330,265,0.0330,0.0265,0.5,0.5,0.2500,0.5m x 0.5m,0.52,IE_KAL,779.9,1001.6,505,789,1053,1079,,,,,,Mostly Sunny,
2026-05-15 13:33:30,RPi_001,rpi_camera,318,1,1,23.8,13.7,327,262,0.0327,0.0262,0.5,0.5,0.2500,0.5m x 0.5m,0.51,IE_KAL,779.6,1002.5,504,788,1054,1079,,,,,,Mostly Sunny,
